Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
80,84298942,7,5,308,11595,308,0,44.0,116.4130577,7240,0,2319.0,3331.638186,141.1998741,0.142350541,7663540.182,25400000.0,84200000,1,84200000,14000000.0,34400000.0,84200000,1,145248,36312.0,63957.83907,131819,162,0,0,0,0,232,168,0.083037816,0.059312725,0,7240,915.6153846,2245.075186,5040362.59,0,0,0,0,1,0,0,0,0,991.9166667,44.0,2319.0,232,0,0,0,0,0,0,7,308,5,11595,251,235,1,32,3.0,0.0,3,3,84200000.0,0.0,84200000,84200000,DoS Hulk
80,16400054,5,5,586,11595,293,0,117.2,160.4827093,8688,0,2319.0,3774.237539,742.7414568,0.60975409,1822228.222,5335015.421,16000000,13,16300000,4065888.0,7988312.837,16000000,1037,352503,88125.75,106722.0442,216061,65,0,0,0,0,176,168,0.304877045,0.304877045,0,8688,1107.363636,2656.147258,7055118.255,0,0,0,1,0,0,0,0,1,1218.1,117.2,2319.0,176,0,0,0,0,0,0,5,586,5,11595,29200,235,2,32,0.0,0.0,0,0,16000000.0,0.0,16000000,16000000,DoS Hulk
80,16374927,5,6,698,11595,349,0,139.6,191.1551726,5792,0,1932.5,2181.008184,750.720904,0.67175872,1637492.7,5052761.07,16000000,4,16200000,4059846.0,7971610.651,16000000,4,358498,71699.6,102869.0231,223127,45,0,0,0,0,176,200,0.305344873,0.366413847,0,5792,1024.416667,1754.002408,3076524.447,0,0,0,1,0,0,0,0,1,1117.545455,139.6,1932.5,176,0,0,0,0,0,0,5,698,6,11595,29200,235,2,32,0.0,0.0,0,0,16000000.0,0.0,16000000,16000000,DoS Hulk
80,100263975,5,7,337,11595,325,0,67.4,144.0340238,7240,0,1656.428571,2566.885263,119.0058543,0.119684064,9114906.818,30200000.0,100000000,13,100000000,25000000.0,50000000.0,100000000,1025,100000000,16700000.0,40900000.0,100000000,138,0,0,0,0,144,232,0.04986836,0.069815704,0,7240,918.3076923,1997.55402,3990222.064,1,0,0,0,0,0,0,0,1,994.8333333,67.4,1656.428571,144,0,0,0,0,0,0,5,337,7,11595,0,235,2,20,10989.0,0.0,10989,10989,100000000.0,0.0,100000000,100000000,DoS Hulk
80,84765131,5,7,405,11595,393,0,81.0,174.4391011,5792,0,1656.428571,2120.732252,141.5676453,0.141567645,7705921.0,25500000.0,84600000,7,84600000,21200000.0,42300000.0,84600000,7,84800000,14100000.0,34500000.0,84600000,45,0,0,0,0,144,232,0.058986519,0.082581126,0,5792,923.5384615,1714.105093,2938156.269,1,0,0,0,0,0,0,0,1,1000.5,81.0,1656.428571,144,0,0,0,0,0,0,5,405,7,11595,0,235,2,20,11995.0,0.0,11995,11995,84600000.0,0.0,84600000,84600000,DoS Hulk
80,83935133,5,7,345,11595,333,0,69.0,147.6109752,4344,0,1656.428571,1760.597234,142.2527084,0.142967546,7630466.636,25300000.0,83800000,4,83800000,21000000.0,41900000.0,83800000,4,83900000,14000000.0,34200000.0,83800000,16,0,0,0,0,144,232,0.059569811,0.083397735,0,4344,918.9230769,1498.278093,2244837.244,1,0,0,0,0,0,0,0,1,995.5,69.0,1656.428571,144,0,0,0,0,0,0,5,345,7,11595,0,235,2,20,14013.0,0.0,14013,14013,83800000.0,0.0,83800000,83800000,DoS Hulk
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,98692638,7,5,308,11595,308,0,44.0,116.4130577,10136,0,2319.0,4414.366206,120.606767,0.121589616,8972058.0,29700000.0,98700000,1,98700000,16400000.0,40300000.0,98700000,1,23295,5823.75,6609.261248,12184,45,0,0,0,0,232,168,0.070927276,0.05066234,0,10136,915.6153846,2799.279894,7835967.923,0,0,0,0,1,0,0,0,0,991.9166667,44.0,2319.0,232,0,0,0,0,0,0,7,308,5,11595,251,235,1,32,980.0,0.0,980,980,98700000.0,0.0,98700000,98700000,DoS Hulk
80,47,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42553.19149,47.0,0.0,47,47,47,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0,0,0,64,0,42553.19149,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,101290776,9,7,927,11595,303,0,103.0,150.0224983,7240,0,1656.428571,2566.885263,123.6242874,0.157961076,6752718.4,25700000.0,99700000,4,101000000,12600000.0,35200000.0,99700000,4,101000000,16900000.0,41100000.0,101000000,91,0,0,0,0,268,232,0.088853105,0.069107971,0,7240,736.9411765,1763.924264,3111428.809,1,0,0,0,0,0,0,0,0,783.0,103.0,1656.428571,268,0,0,0,0,0,0,9,927,7,11595,0,235,5,20,11999.0,0.0,11999,11999,99700000.0,0.0,99700000,99700000,DoS Hulk
80,85403318,6,8,392,11595,374,0,65.33333333,151.2437327,5792,0,1449.375,2046.673464,140.3575444,0.163928057,6569486.0,23600000.0,85200000,1,85300000,17100000.0,38100000.0,85200000,1,85400000,12200000.0,32200000.0,85300000,49,0,0,0,0,164,264,0.070254882,0.093673176,0,5792,799.5333333,1618.615496,2619916.124,1,0,0,0,0,0,0,0,1,856.6428571,65.33333333,1449.375,164,0,0,0,0,0,0,6,392,8,11595,0,235,3,20,10013.0,0.0,10013,10013,85200000.0,0.0,85200000,85200000,DoS Hulk
80,4723,3,6,317,11595,317,0,105.6666667,183.0200353,5792,0,1932.5,2534.051598,2522125.768,1905.568495,590.375,1330.314671,3880,47,4209,2104.5,2730.139282,4035,174,4568,913.6,1805.186085,4141,47,0,0,0,0,104,200,635.1894982,1270.378996,0,5792,1191.2,2119.36415,4491704.4,0,0,0,1,0,0,0,0,2,1323.555556,105.6666667,1932.5,104,0,0,0,0,0,0,3,317,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85778288,8,6,369,11595,369,0,46.125,130.4612011,4344,0,1932.5,1977.812908,139.4758543,0.163211464,6598329.846,23700000.0,85600000,1,85700000,12200000.0,32400000.0,85600000,1,139685,27937.0,54715.73235,125224,91,0,0,0,0,264,200,0.093263694,0.06994777,0,4344,797.6,1525.022988,2325695.114,0,0,0,0,1,0,0,0,0,854.5714286,46.125,1932.5,264,0,0,0,0,0,0,8,369,6,11595,274,235,1,32,1016.0,0.0,1016,1016,85600000.0,0.0,85600000,85600000,DoS Hulk
80,66996915,5,8,333,11595,321,0,66.6,142.2455623,4344,0,1449.375,1729.380148,178.0380485,0.194038785,5583076.25,19300000.0,66800000,4,66900000,16700000.0,33400000.0,66800000,4,67000000,9570965.857,25300000.0,66900000,49,0,0,0,0,144,264,0.074630302,0.119408483,0,4344,852.4285714,1458.952718,2128543.033,1,0,0,0,0,0,0,0,1,918.0,66.6,1449.375,144,0,0,0,0,0,0,5,333,8,11595,0,235,2,20,11995.0,0.0,11995,11995,66800000.0,0.0,66800000,66800000,DoS Hulk
80,98358994,6,8,389,11595,371,0,64.83333333,150.019221,5792,0,1449.375,2046.673464,121.8393917,0.142335738,7566076.462,27300000.0,98300000,1,98400000,19700000.0,44000000.0,98300000,1,98400000,14100000.0,37200000.0,98400000,45,0,0,0,0,164,264,0.061001031,0.081334707,0,5792,799.3333333,1618.672016,2620099.095,1,0,0,0,0,0,0,0,1,856.4285714,64.83333333,1449.375,164,0,0,0,0,0,0,6,389,8,11595,0,235,3,20,13023.0,0.0,13023,13023,98300000.0,0.0,98300000,98300000,DoS Hulk
80,84215160,6,7,345,11595,327,0,57.5,132.0602135,5792,0,1656.428571,2120.732252,141.7796986,0.154366506,7017930.0,24300000.0,84100000,1,84100000,16800000.0,37600000.0,84100000,1,84200000,14000000.0,34300000.0,84100000,47,0,0,0,0,164,232,0.07124608,0.083120426,0,5792,853.2857143,1666.526624,2777310.989,1,0,0,0,0,0,0,0,1,918.9230769,57.5,1656.428571,164,0,0,0,0,0,0,6,345,7,11595,0,235,3,20,10997.0,0.0,10997,10997,84100000.0,0.0,84100000,84100000,DoS Hulk
80,99185752,9,6,399,11595,399,0,44.33333333,133.0,4344,0,1932.5,1754.831473,120.9246264,0.151231399,7084696.571,26500000.0,99000000,1,99100000,12400000.0,35000000.0,99000000,1,144508,28901.6,56427.01355,129175,49,0,0,0,0,296,200,0.090738839,0.060492559,0,4344,749.625,1389.789043,1931513.583,0,0,0,0,1,0,0,0,0,799.6,44.33333333,1932.5,296,0,0,0,0,0,0,9,399,6,11595,251,235,1,32,1046.0,0.0,1046,1046,99000000.0,0.0,99000000,99000000,DoS Hulk
80,98692815,6,5,335,11595,335,0,55.83333333,136.7631773,5792,0,2319.0,2423.629716,120.8801269,0.111456949,9869281.5,31200000.0,98700000,1,98700000,19700000.0,44100000.0,98700000,1,24578,6144.5,6832.288709,12151,181,0,0,0,0,200,168,0.060794699,0.050662249,0,5792,994.1666667,1874.143336,3512413.242,0,0,0,0,1,0,0,0,0,1084.545455,55.83333333,2319.0,200,0,0,0,0,0,0,6,335,5,11595,274,235,1,32,2.0,0.0,2,2,98700000.0,0.0,98700000,98700000,DoS Hulk
80,100444671,7,7,388,11595,388,0,55.42857143,146.6502155,4344,0,1656.428571,1757.579003,119.2995097,0.139380217,7726513.154,27800000.0,100000000,1,100000000,16700000.0,40900000.0,100000000,3,213445,35574.16667,80365.65356,199227,1,0,0,0,0,232,232,0.069690108,0.069690108,0,4344,798.8666667,1422.234603,2022751.267,0,0,0,0,1,0,0,0,1,855.9285714,55.42857143,1656.428571,232,0,0,0,0,0,0,7,388,7,11595,251,235,1,32,1001.0,0.0,1001,1001,100000000.0,0.0,100000000,100000000,DoS Hulk
80,84994316,5,6,355,11595,343,0,71.0,152.0822146,7240,0,1932.5,2695.639126,140.5976371,0.129420419,8499431.6,26800000.0,84800000,3,84900000,21200000.0,42400000.0,84800000,3,140663,28132.6,55157.23707,126217,88,0,0,0,0,144,200,0.058827463,0.070592956,0,7240,996.3333333,2065.854097,4267753.152,1,0,0,0,0,0,0,0,1,1086.909091,71.0,1932.5,144,0,0,0,0,0,0,5,355,6,11595,0,235,2,20,10982.0,0.0,10982,10982,84800000.0,0.0,84800000,84800000,DoS Hulk
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
34573,47,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
1352,70,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,114285.7143,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,14285.71429,14285.71429,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
12174,75,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,106666.6667,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
990,48,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,166666.6667,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
1300,22,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,363636.3636,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,45454.54545,45454.54545,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
10629,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
57294,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
5033,16,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,500000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,62500.0,62500.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
4662,61,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,98360.65574,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,16393.44262,16393.44262,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
119,42,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,190476.1905,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
24800,12,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,666666.6667,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,83333.33333,83333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
7025,54,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,111111.1111,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,18518.51852,18518.51852,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
1108,76,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,105263.1579,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13157.89474,13157.89474,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
3077,23,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,260869.5652,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,43478.26087,43478.26087,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
9535,62,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,129032.2581,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,16129.03226,16129.03226,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
2013,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
389,49,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,122448.9796,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20408.16327,20408.16327,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
20221,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
2035,42,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,142857.1429,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
8085,41,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,146341.4634,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,24390.2439,24390.2439,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
5859,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
5269,55,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,109090.9091,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,18181.81818,18181.81818,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
1001,37,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,216216.2162,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,27027.02703,27027.02703,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
548,40,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,200000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,25000.0,25000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
425,53,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,150943.3962,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18867.92453,18867.92453,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
407,13,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,615384.6154,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,76923.07692,76923.07692,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
1111,19,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,315789.4737,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,52631.57895,52631.57895,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
53,53,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,150943.3962,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18867.92453,18867.92453,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
1233,48,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,125000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
995,32,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,250000.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,31250.0,31250.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
5963,52,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,115384.6154,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,19230.76923,19230.76923,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
3211,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
9290,49,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,122448.9796,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20408.16327,20408.16327,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
1001,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scanning
